Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
213741,PuertoVallarta,,3,0,3,3,0,3,0,0,0,0,0
213757,JamesHadouken,,2,0,2,2,0,2,0,0,0,0,2
213906,HBOboxing,,2,0,2,2,0,2,0,0,0,0,2
213918,LAmag,,2,0,2,2,0,2,0,0,0,0,2
213919,LAist,,2,0,2,2,0,2,0,0,0,0,2
213922,derekfisher,,2,0,2,2,0,2,0,0,0,0,2
213923,MarkG_Medina,,2,0,2,2,0,2,0,0,0,0,2
213925,KamBrothers,,2,0,2,2,0,2,0,0,0,0,2
213928,LAWeekly,,2,0,2,2,0,2,0,0,0,0,2
213929,KTLAMorningNews,,2,0,2,2,0,2,0,0,0,0,2
213930,GDLA,,2,0,2,2,0,2,0,0,0,0,2
213931,KCBSKCALDesk,,2,0,2,2,0,2,0,0,0,0,2
213932,KTLAnewsdesk,,2,0,2,2,0,2,0,0,0,0,2
213933,FOXLA,,2,0,2,2,0,2,0,0,0,0,2
213934,CBSLA,,2,0,2,2,0,2,0,0,0,0,0
213939,GrunionGazette,,2,0,2,2,0,2,0,0,0,0,2
213941,presstelegram,,2,0,2,2,0,2,0,0,0,0,2
213943,DLBA,,2,0,2,2,0,2,0,0,0,0,2
213944,kogibbq,,2,0,2,2,0,2,0,0,0,0,2
213946,NBCLA,,2,0,2,2,0,2,0,0,0,0,2
213954,DailyBreezeNews,,2,0,2,2,0,2,0,0,0,0,2
213955,LongBeachPost,,2,0,2,2,0,2,0,0,0,0,2
213957,LongBeachCity,,2,0,2,2,0,2,0,0,0,0,2
213958,KTLA,,2,0,2,2,0,2,0,0,0,0,2
213959,ABC7,,2,0,2,2,0,2,0,0,0,0,0
213960,Dodgers,,2,0,2,2,0,2,0,0,0,0,2
213976,MarioRolls,,2,0,2,2,0,2,0,0,0,0,2
214145,michaelinhooo,,2,0,2,2,0,2,0,0,0,0,4
214162,cdippolito,,2,0,2,2,0,2,0,0,0,0,2
214164,Axel_Photo_Art,,2,0,2,2,0,2,0,0,0,0,4
214305,westfieldlondon,,2,0,2,2,0,2,0,0,0,0,2
214308,advertisingweek,,3,0,3,3,0,3,0,0,0,0,7
214332,FerrariUSA,,2,0,2,2,0,2,0,0,0,0,3
214334,metrolosangeles,,2,0,2,2,0,2,0,0,0,0,2
214335,EmiratesFACup,,2,0,2,2,0,2,0,0,0,0,5
214337,LiveSmart,,2,0,2,2,0,2,0,0,0,0,2
214339,CNETNews,,3,0,3,3,0,3,0,0,0,0,2
214340,KFIAM640,,2,0,2,2,0,2,0,0,0,0,2
214343,PlaylistLive,,2,0,2,2,0,2,0,0,0,0,2
214349,ashleygraham,,2,0,2,2,0,2,0,0,0,0,2
214355,JMP_Gaming,,2,0,2,2,0,2,0,0,0,0,2
214363,teamfolobck,,2,0,2,2,0,2,0,0,0,0,2
214370,naseralomar,,2,0,2,2,0,2,0,0,0,0,0
214371,closed1001,,2,0,2,2,0,2,0,0,0,0,0
214376,awadalqarni,,2,0,2,2,0,2,0,0,0,0,0
214378,mshinqiti,,2,0,2,2,0,2,0,0,0,0,5
214384,YZaatreh,,2,0,2,2,0,2,0,0,0,0,5
214635,jaywilk,,2,0,2,2,0,2,0,0,0,0,3
214651,Mark_Carey,,2,0,2,2,0,2,0,0,0,0,2
214868,Seminarboerse,,2,0,2,2,0,2,0,0,0,0,1
214874,VideoMasterplan,,2,0,2,2,0,2,0,0,0,0,1
214999,ofertasjuegoses,,2,0,2,2,0,2,0,0,0,0,2
215003,ElSekto,,2,0,2,2,0,2,0,0,0,0,5
215006,FlightMediaCo,,2,0,2,2,0,2,0,0,0,0,2
215017,EpicReads,,2,0,2,2,0,2,0,0,0,0,2
215019,harperteen,,2,0,2,2,0,2,0,0,0,0,2
215021,ScribnerBooks,,2,0,2,2,0,2,0,0,0,0,2
215024,HarperCollins,,2,0,2,2,0,2,0,0,0,0,2
215026,simonschuster,,2,0,2,2,0,2,0,0,0,0,2
215185,armano,,2,0,2,2,0,2,0,0,0,0,2
215187,shivsingh,,2,0,2,2,0,2,0,0,0,0,2
215188,jowyang,,2,0,2,2,0,2,0,0,0,0,2
215217,JeremyScrivens,,3,0,3,3,0,3,0,0,0,0,2
215316,bbcmtd,,2,0,2,2,0,2,0,0,0,0,2
215337,itvfootball,,2,0,2,2,0,2,0,0,0,0,2
215354,HSBC,,2,0,2,2,0,2,0,0,0,0,2
215364,UNDPLive,,3,0,3,3,0,3,0,0,0,0,2
215365,AilbheConneely,,2,0,2,2,0,2,0,0,0,0,1
215366,PrettyGreenltd,,2,0,2,2,0,2,0,0,0,0,3
215371,IBTimesUK,,2,0,2,2,0,2,0,0,0,0,2
215373,FaberBooks,,2,0,2,2,0,2,0,0,0,0,2
215424,RDNMYcreatorsFR,,2,0,2,2,0,2,0,0,0,0,3
215840,billyjohnsonjr,,2,0,2,2,0,2,0,0,0,0,2
215843,DALLASAUSTIN,,2,0,2,2,0,2,0,0,0,0,2
215850,thisisheart,,2,0,2,2,0,2,0,0,0,0,2
215865,ICOwiki,,2,0,2,2,0,2,0,0,0,0,0
215880,ENERGYRussia,,2,0,2,2,0,2,0,0,0,0,2
215885,davi_us,,2,0,2,2,0,2,0,0,0,0,2
215889,nicolas___jaar,,2,0,2,2,0,2,0,0,0,0,1
215902,kevin,,2,0,2,2,0,2,0,0,0,0,2
215924,snowpatrol,,2,0,2,2,0,2,0,0,0,0,2
215950,switchfoot,,2,0,2,2,0,2,0,0,0,0,2
215981,TwitterMusicJP,,2,0,2,2,0,2,0,0,0,0,2
215991,TimesSquareNYC,,3,0,3,3,0,3,0,0,0,0,0
216056,Gremio_Sombras,,3,0,3,3,0,3,0,0,0,0,2
216057,assassinsspain,,3,0,3,3,0,3,0,0,0,0,2
216058,revisplaymania,,2,0,2,2,0,2,0,0,0,0,2
216059,VandalOnline,,3,0,3,3,0,3,0,0,0,0,6
216061,javisoap,,2,0,2,2,0,2,0,0,0,0,6
216065,Mundogamers,,3,0,3,3,0,3,0,0,0,0,2
216068,xavirobles,,2,0,2,2,0,2,0,0,0,0,6
216071,AjarePink,,2,0,2,2,0,2,0,0,0,0,2
216077,galious_epi,,2,0,2,2,0,2,0,0,0,0,2
216082,gamesajare,,2,0,2,2,0,2,0,0,0,0,2
216088,Andresito_epi,,2,0,2,2,0,2,0,0,0,0,2
216094,elpixelilustre,,2,0,2,2,0,2,0,0,0,0,2
216106,thesharkrider,,2,0,2,2,0,2,0,0,0,0,2
216119,FRaN_FeRRiZ,,3,0,3,3,0,3,0,0,0,0,0
216137,dev_es,,2,0,2,2,0,2,0,0,0,0,0
216203,digitalmusicnws,,2,0,2,2,0,2,0,0,0,0,2
216228,Scroobiuspipyo,,2,0,2,2,0,2,0,0,0,0,2
216235,ApacheAurora,,2,0,2,2,0,2,0,0,0,0,1
216239,kubernetesio,,2,0,2,2,0,2,0,0,0,0,8
216240,OpenStack,,2,0,2,2,0,2,0,0,0,0,2
216245,thewiremagazine,,2,0,2,2,0,2,0,0,0,0,0
216247,stereogum,,2,0,2,2,0,2,0,0,0,0,3
216257,theQuietus,,2,0,2,2,0,2,0,0,0,0,3
216277,edrelf,,2,0,2,2,0,2,0,0,0,0,1
216299,NazBaloch_,,2,0,2,2,0,2,0,0,0,0,2
216300,MuradSaeedPTI,,2,0,2,2,0,2,0,0,0,0,2
216301,ArifAlvi,,2,0,2,2,0,2,0,0,0,0,2
216304,ShireenMazari1,,2,0,2,2,0,2,0,0,0,0,2
216306,SMQureshiPTI,,2,0,2,2,0,2,0,0,0,0,2
216307,Shafqat_Mahmood,,2,0,2,2,0,2,0,0,0,0,2
216308,FauziaKasuri,,2,0,2,2,0,2,0,0,0,0,2
216309,JahangirKTareen,,2,0,2,2,0,2,0,0,0,0,2
216312,FaisalJavedKhan,,2,0,2,2,0,2,0,0,0,0,2
216328,AnjumIqbalPTI,,2,0,2,2,0,2,0,0,0,0,2
216368,byH_Leitenbauer,,2,0,2,2,0,2,0,0,0,0,6
216489,ChelovecoAlex,,2,0,2,2,0,2,0,0,0,0,6
216493,Patriciomonero,,2,0,2,2,0,2,0,0,0,0,4
216495,fisgonmonero,,2,0,2,2,0,2,0,0,0,0,4
216496,monerohernandez,,2,0,2,2,0,2,0,0,0,0,4
216498,Sector_404,,2,0,2,2,0,2,0,0,0,0,0
216500,IberoAnon,,2,0,2,2,0,2,0,0,0,0,0
216502,Spaceprogrammer,,3,0,3,3,0,3,0,0,0,0,2
216504,LegionJJ,,2,0,2,2,0,2,0,0,0,0,0
216505,Ibero_Anon,,2,0,2,2,0,2,0,0,0,0,0
216506,AnonymousMex_,,2,0,2,2,0,2,0,0,0,0,0
216507,Claudiashein,,3,0,3,3,0,3,0,0,0,0,2
216510,anonopshispano,,2,0,2,2,0,2,0,0,0,0,0
216517,TriptoFainus,,3,0,3,3,0,3,0,0,0,0,0
216519,TuiteraMx,,2,0,2,2,0,2,0,0,0,0,7
216538,TeleProperty,,3,0,3,3,0,3,0,0,0,0,3
216657,LaRadioDelGolf,,2,0,2,2,0,2,0,0,0,0,0
216696,vfourneyron,,2,0,2,2,0,2,0,0,0,0,8
216705,MarqueBretagne,,2,0,2,2,0,2,0,0,0,0,1
216713,aurelifil,,3,0,3,3,0,3,0,0,0,0,8
216715,CecileDuflot,,3,0,3,3,0,3,0,0,0,0,2
216718,danycohnbendit,,2,0,2,2,0,2,0,0,0,0,2
216736,CRT_Bretagne,,2,0,2,2,0,2,0,0,0,0,1
216739,pascalcherki,,2,0,2,2,0,2,0,0,0,0,1
216740,JYCaullet,,2,0,2,2,0,2,0,0,0,0,1
216743,AlexisBachelay,,2,0,2,2,0,2,0,0,0,0,1
216744,LesChampsLibres,,2,0,2,2,0,2,0,0,0,0,1
216749,yanngalut,,2,0,2,2,0,2,0,0,0,0,1
216750,SergioCoronado,,2,0,2,2,0,2,0,0,0,0,1
216753,F_Verdier,,2,0,2,2,0,2,0,0,0,0,1
216756,CamiAllain,,2,0,2,2,0,2,0,0,0,0,7
216761,PatricePrat,,2,0,2,2,0,2,0,0,0,0,1
216762,erwannbinet,,2,0,2,2,0,2,0,0,0,0,1
216768,FrancoisAndre35,,2,0,2,2,0,2,0,0,0,0,1
216769,ma_chapdelaine,,2,0,2,2,0,2,0,0,0,0,1
216770,marcelrogemont,,2,0,2,2,0,2,0,0,0,0,1
216773,nathalieappere,,2,0,2,2,0,2,0,0,0,0,1
216777,regionbretagne,,2,0,2,2,0,2,0,0,0,0,1
216785,TVR35,,2,0,2,2,0,2,0,0,0,0,1
216807,BordeauxTourism,,2,0,2,2,0,2,0,0,0,0,1
216830,ALaffontFI,,2,0,2,2,0,2,0,0,0,0,1
216831,chainedespuys,,2,0,2,2,0,2,0,0,0,0,1
216835,olivierbianchi1,,2,0,2,2,0,2,0,0,0,0,1
216838,Eauvergnat,,2,0,2,2,0,2,0,0,0,0,1
216841,lamontagne_fr,,2,0,2,2,0,2,0,0,0,0,1
216843,RegardsVieAuver,,2,0,2,2,0,2,0,0,0,0,1
216844,cantalauvergne,,2,0,2,2,0,2,0,0,0,0,1
216845,FBAuvergne,,2,0,2,2,0,2,0,0,0,0,1
216846,F3Auvergne,,2,0,2,2,0,2,0,0,0,0,1
216847,ClermontFd,,2,0,2,2,0,2,0,0,0,0,1
216849,Auvergne,,2,0,2,2,0,2,0,0,0,0,1
216850,Cyberbougnat,,2,0,2,2,0,2,0,0,0,0,1
216855,auvergne_infos,,2,0,2,2,0,2,0,0,0,0,1
217034,ConteAndroid,,2,0,2,2,0,2,0,0,0,0,6
217048,UrbanNewsReport,,2,0,2,2,0,2,0,0,0,0,4
217061,Djwaynebeatz,,2,0,2,2,0,2,0,0,0,0,6
217156,Ferry_Godmother,,2,0,2,2,0,2,0,0,0,0,6
217228,msbgu,,3,0,3,3,0,3,0,0,0,0,0
217250,Ginsterbabe,,2,0,2,2,0,2,0,0,0,0,2
217259,basecamp,,2,0,2,2,0,2,0,0,0,0,8
217262,ruby_news,,2,0,2,2,0,2,0,0,0,0,8
217263,heroku,,3,0,3,3,0,3,0,0,0,0,3
217265,RubyInside,,2,0,2,2,0,2,0,0,0,0,7
217267,tenderlove,,2,0,2,2,0,2,0,0,0,0,8
217269,thecleancoders,,2,0,2,2,0,2,0,0,0,0,8
217270,martinfowler,,3,0,3,3,0,3,0,0,0,0,8
217273,unclebobmartin,,2,0,2,2,0,2,0,0,0,0,8
217275,WardCunningham,,2,0,2,2,0,2,0,0,0,0,8
217276,KentBeck,,2,0,2,2,0,2,0,0,0,0,8
217283,ScrumAlliance,,2,0,2,2,0,2,0,0,0,0,8
217285,Scrumdotorg,,2,0,2,2,0,2,0,0,0,0,8
217286,jeffsutherland,,2,0,2,2,0,2,0,0,0,0,8
217293,Mind_Tools,,2,0,2,2,0,2,0,0,0,0,2
217296,RachelRofe,,2,0,2,2,0,2,0,0,0,0,2
217365,AdrianaCioci,,2,0,2,2,0,2,0,0,0,0,2
217367,geminicat7,,2,0,2,2,0,2,0,0,0,0,2
217368,hutterdesign,,2,0,2,2,0,2,0,0,0,0,0
217369,Biagio960,,2,0,2,2,0,2,0,0,0,0,3
217370,AndreaNiloc,,2,0,2,2,0,2,0,0,0,0,2
217385,AlessandroForn6,,2,0,2,2,0,2,0,0,0,0,2
217418,dantalevski,,2,0,2,2,0,2,0,0,0,0,0
217450,HBSoulStains,,2,0,2,2,0,2,0,0,0,0,2
217480,ziggymarley,,3,0,3,3,0,3,0,0,0,0,2
217495,BBMAs,,2,0,2,2,0,2,0,0,0,0,0
217496,MatthewPerry,,3,0,3,3,0,3,0,0,0,0,2
217497,LisaLoeb,,2,0,2,2,0,2,0,0,0,0,0
217498,kirstendunst,,2,0,2,2,0,2,0,0,0,0,5
217503,bryanadams,,2,0,2,2,0,2,0,0,0,0,0
217505,KarmatekMusic,,2,0,2,2,0,2,0,0,0,0,2
217515,EonlineLatino,,2,0,2,2,0,2,0,0,0,0,7
217516,LatinBillboards,,3,0,3,3,0,3,0,0,0,0,0
217522,HRHIbiza,,4,0,4,4,0,4,0,0,0,0,2
217536,boniver,,2,0,2,2,0,2,0,0,0,0,2
217542,tompeterodell,,2,0,2,2,0,2,0,0,0,0,2
217549,drdre,,2,0,2,2,0,2,0,0,0,0,2
217577,thepalladium,,2,0,2,2,0,2,0,0,0,0,2
217578,LFanzine,,2,0,2,2,0,2,0,0,0,0,4
217585,aboutdotme,,2,0,2,2,0,2,0,0,0,0,7
217618,SoftwareDvlpmnt,,2,0,2,2,0,2,0,0,0,0,0
217671,FollowBackJonny,,2,0,2,2,0,2,0,0,0,0,2
217914,BeyLegion,,2,0,2,2,0,2,0,0,0,0,5
217957,ToddAdkins,,2,0,2,2,0,2,0,0,0,0,2
218367,hcltech,,2,0,2,2,0,2,0,0,0,0,1
218368,Wipro,,3,0,3,3,0,3,0,0,0,0,0
218371,TCS,,2,0,2,2,0,2,0,0,0,0,1
218373,Infosys,,2,0,2,2,0,2,0,0,0,0,1
218382,TataCompanies,,3,0,3,3,0,3,0,0,0,0,2
218448,vpieters,,2,0,2,2,0,2,0,0,0,0,2
218555,bbcchinese,,2,0,2,2,0,2,0,0,0,0,1
218556,AssaadRazzouk,,2,0,2,2,0,2,0,0,0,0,1
218649,OracleDX,,2,0,2,2,0,2,0,0,0,0,2
218657,SQLServer,,2,0,2,2,0,2,0,0,0,0,1
218666,5050RecordLabel,,2,0,2,2,0,2,0,0,0,0,6
218713,WynnLasVegas,,3,0,3,3,0,3,0,0,0,0,7
218715,VenetianVegas,,2,0,2,2,0,2,0,0,0,0,2
218716,CasinoHostVegas,,2,0,2,2,0,2,0,0,0,0,0
218750,YaleSOM,,3,0,3,3,0,3,0,0,0,0,2
218751,ColumbiaMBA,,2,0,2,2,0,2,0,0,0,0,2
218752,whartonknows,,3,0,3,3,0,3,0,0,0,0,2
218753,INSEADKnowledge,,3,0,3,3,0,3,0,0,0,0,1
218754,INSEAD,,3,0,3,3,0,3,0,0,0,0,1
218758,LBS,,3,0,3,3,0,3,0,0,0,0,2
218759,OxfordMBA,,2,0,2,2,0,2,0,0,0,0,2
218762,OxfordSBS,,3,0,3,3,0,3,0,0,0,0,2
218813,SteNesliFan,,2,0,2,2,0,2,0,0,0,0,3
218875,PrestaLucio,,3,0,3,3,0,3,0,0,0,0,3
218876,vascorossi,,3,0,3,3,0,3,0,0,0,0,3
218902,brandingathlete,,2,0,2,2,0,2,0,0,0,0,7
218911,NewCuIture,,2,0,2,2,0,2,0,0,0,0,8
218972,maxiheadroom,,2,0,2,2,0,2,0,0,0,0,6
219103,bobbylaneuk,,2,0,2,2,0,2,0,0,0,0,2
219119,japantimes,,2,0,2,2,0,2,0,0,0,0,4
219172,olesovhcom,,2,0,2,2,0,2,0,0,0,0,8
219173,digitalocean,,3,0,3,3,0,3,0,0,0,0,3
219174,KimDotcom,,3,0,3,3,0,3,0,0,0,0,3
219182,Vultr,,3,0,3,3,0,3,0,0,0,0,1
219207,zriha,,2,0,2,2,0,2,0,0,0,0,2
219217,cyberkoza,,2,0,2,2,0,2,0,0,0,0,2
219230,Simonovsky,,2,0,2,2,0,2,0,0,0,0,0
219269,BrownBoxBrandWA,,2,0,2,2,0,2,0,0,0,0,2
219271,Videopath,,2,0,2,2,0,2,0,0,0,0,1
219412,IndieCade,,3,0,3,3,0,3,0,0,0,0,2
219497,LCSToday,,2,0,2,2,0,2,0,0,0,0,1
219498,CancunForos,,2,0,2,2,0,2,0,0,0,0,2
219524,EuropaPlus,,2,0,2,2,0,2,0,0,0,0,2
219531,MamboBrothers,,2,0,2,2,0,2,0,0,0,0,2
219567,HechosAM,,2,0,2,2,0,2,0,0,0,0,2
219576,los40mx,,2,0,2,2,0,2,0,0,0,0,2
219601,SpotifyMexico,,2,0,2,2,0,2,0,0,0,0,4
219612,yaparateoficial,,3,0,3,3,0,3,0,0,0,0,2
219613,Depelicula40,,2,0,2,2,0,2,0,0,0,0,0
219614,eltlacuache40,,2,0,2,2,0,2,0,0,0,0,2
219615,lacornetafm,,3,0,3,3,0,3,0,0,0,0,2
219617,elwesomx,,2,0,2,2,0,2,0,0,0,0,2
219641,Canadanightlife,,2,0,2,2,0,2,0,0,0,0,7
219701,funradio_fr,,2,0,2,2,0,2,0,0,0,0,7
219736,RondaRousey,,2,0,2,2,0,2,0,0,0,0,2
219745,ufc,,2,0,2,2,0,2,0,0,0,0,2
219880,Alemalanca,,3,0,3,3,0,3,0,0,0,0,3
219881,LicataSonya,,2,0,2,2,0,2,0,0,0,0,3
219899,mauroeusebio1,,2,0,2,2,0,2,0,0,0,0,3
219913,TwittGiorgio,,2,0,2,2,0,2,0,0,0,0,3
219921,delfyn0,,2,0,2,2,0,2,0,0,0,0,2
220093,FundMVSRadio,,2,0,2,2,0,2,0,0,0,0,4
220094,AudideMexico,,2,0,2,2,0,2,0,0,0,0,2
220143,vivaonline,,2,0,2,2,0,2,0,0,0,0,2
220160,KISSFM_es,,3,0,3,3,0,3,0,0,0,0,6
220251,AlexOsterwalder,,2,0,2,2,0,2,0,0,0,0,3
220254,mashstartups,,3,0,3,3,0,3,0,0,0,0,3
220260,blogtrepreneur,,2,0,2,2,0,2,0,0,0,0,0
220263,adamdoolittle,,2,0,2,2,0,2,0,0,0,0,2
220264,foundr,,2,0,2,2,0,2,0,0,0,0,0
220273,LadyBitterHoney,,2,0,2,2,0,2,0,0,0,0,3
220613,TodoMotorVe,,3,0,3,3,0,3,0,0,0,0,4
220634,RT2EAT,,2,0,2,2,0,2,0,0,0,0,2
220981,1DHiatusNews,,2,0,2,2,0,2,0,0,0,0,7
220994,BarclaysFAWSL,,2,0,2,2,0,2,0,0,0,0,3
220996,PentagonPresSec,,2,0,2,2,0,2,0,0,0,0,1
221000,VisitNewOrleans,,2,0,2,2,0,2,0,0,0,0,0
221001,bwin,,2,0,2,2,0,2,0,0,0,0,2
221002,sainsburys,,2,0,2,2,0,2,0,0,0,0,2
221003,BoF,,3,0,3,3,0,3,0,0,0,0,2
221106,Crashingtv,,2,0,2,2,0,2,0,0,0,0,6
221108,day9tv,,2,0,2,2,0,2,0,0,0,0,2
221113,TVBrasil,,3,0,3,3,0,3,0,0,0,0,1
221136,NFTSFilmTV,,2,0,2,2,0,2,0,0,0,0,1
221141,ShadowhuntersTV,,2,0,2,2,0,2,0,0,0,0,2
221290,SmartRecruiters,,2,0,2,2,0,2,0,0,0,0,2
221303,ParseIt,,2,0,2,2,0,2,0,0,0,0,7
221308,DataPortalIndia,,2,0,2,2,0,2,0,0,0,0,2
221328,Domotalk,,2,0,2,2,0,2,0,0,0,0,2
221339,AbuDhabiMedia,,2,0,2,2,0,2,0,0,0,0,2
221506,FootbalIStuff,,2,0,2,2,0,2,0,0,0,0,6
221530,Reading_Deals,,2,0,2,2,0,2,0,0,0,0,1
221533,cgsultan1,,2,0,2,2,0,2,0,0,0,0,1
221603,artfinder,,2,0,2,2,0,2,0,0,0,0,0
221604,Start_Artist,,2,0,2,2,0,2,0,0,0,0,0
221644,AgricolaLavinia,,2,0,2,2,0,2,0,0,0,0,3
221670,mdigitalplan,,2,0,2,2,0,2,0,0,0,0,0
221705,UKBusinessFunds,,2,0,2,2,0,2,0,0,0,0,2
221796,RadioCity967,,2,0,2,2,0,2,0,0,0,0,3
221823,MTV_Germany,,2,0,2,2,0,2,0,0,0,0,2
221856,NetflixLAT,,3,0,3,3,0,3,0,0,0,0,2
221895,OliverSacks,,2,0,2,2,0,2,0,0,0,0,1
221927,thehitsofficial,,2,0,2,2,0,2,0,0,0,0,1
221931,sanluispotosimx,,2,0,2,2,0,2,0,0,0,0,4
221952,Hit_FM,,3,0,3,3,0,3,0,0,0,0,2
221960,fundaciontelmex,,3,0,3,3,0,3,0,0,0,0,2
221972,EDM_Tube,,2,0,2,2,0,2,0,0,0,0,6
221980,4Music,,2,0,2,2,0,2,0,0,0,0,2
222006,SRplatform,,2,0,2,2,0,2,0,0,0,0,2
222028,MovistarArg,,2,0,2,2,0,2,0,0,0,0,2
222051,nove,,2,0,2,2,0,2,0,0,0,0,3
222053,MTVPolska,,2,0,2,2,0,2,0,0,0,0,3
222060,DKissTV,,2,0,2,2,0,2,0,0,0,0,2
222280,Unilever,,3,0,3,3,0,3,0,0,0,0,7
222292,RosaforteGolf,,2,0,2,2,0,2,0,0,0,0,0
222294,PGA,,2,0,2,2,0,2,0,0,0,0,0
222296,PGANewsFeed,,2,0,2,2,0,2,0,0,0,0,0
222297,golfweek,,2,0,2,2,0,2,0,0,0,0,0
222298,ESPNGolf,,2,0,2,2,0,2,0,0,0,0,0
222299,GOLF_com,,2,0,2,2,0,2,0,0,0,0,0
222301,GolfWorld,,2,0,2,2,0,2,0,0,0,0,0
222389,lsn_jobs,,2,0,2,2,0,2,0,0,0,0,1
222429,RSALHT,,2,0,2,2,0,2,0,0,0,0,8
222464,GolfChannel,,2,0,2,2,0,2,0,0,0,0,0
222465,PGATOUR,,3,0,3,3,0,3,0,0,0,0,2
222471,TitleistonTour,,2,0,2,2,0,2,0,0,0,0,7
222473,nikegolf,,2,0,2,2,0,2,0,0,0,0,0
222485,PingTour,,3,0,3,3,0,3,0,0,0,0,0
222494,CallawayGolf,,2,0,2,2,0,2,0,0,0,0,0
222496,Titleist,,2,0,2,2,0,2,0,0,0,0,0
222510,TaylorMadeGolf,,2,0,2,2,0,2,0,0,0,0,0
222517,RyderCupEurope,,2,0,2,2,0,2,0,0,0,0,0
222518,adidasGolf,,2,0,2,2,0,2,0,0,0,0,0
222519,CallawayGolfEU,,2,0,2,2,0,2,0,0,0,0,0
222520,TheOpen,,2,0,2,2,0,2,0,0,0,0,0
222523,GolfMonthly,,2,0,2,2,0,2,0,0,0,0,0
222532,TaylorMadeTour,,2,0,2,2,0,2,0,0,0,0,7
222533,SkySportsGolf,,3,0,3,3,0,3,0,0,0,0,0
222537,GolfWorld1,,2,0,2,2,0,2,0,0,0,0,0
222567,AdventuresNurse,,2,0,2,2,0,2,0,0,0,0,2
222584,EDMExclusivesMx,,2,0,2,2,0,2,0,0,0,0,0
222589,yisvcrist,,3,0,3,3,0,3,0,0,0,0,5
222591,sampepper,,3,0,3,3,0,3,0,0,0,0,0
222624,CorksRedFM,,3,0,3,3,0,3,0,0,0,0,7
222627,C103Cork,,3,0,3,3,0,3,0,0,0,0,7
222696,lamegacali,,2,0,2,2,0,2,0,0,0,0,2
222725,Vegas,,2,0,2,2,0,2,0,0,0,0,0
222754,ninoconbarba,,2,0,2,2,0,2,0,0,0,0,2
222870,989THEDRIVE,,2,0,2,2,0,2,0,0,0,0,2
222892,bayern3,,2,0,2,2,0,2,0,0,0,0,1
222917,finkd,,3,0,3,3,0,3,0,0,0,0,3
222918,Chad_Hurley,,3,0,3,3,0,3,0,0,0,0,4
222929,arturoelias,,3,0,3,3,0,3,0,0,0,0,2
222933,billiejoe,,3,0,3,3,0,3,0,0,0,0,3
222937,AztecaSiete,,2,0,2,2,0,2,0,0,0,0,2
222939,SERGESEPULVEDA,,2,0,2,2,0,2,0,0,0,0,0
222941,MAU_MANCERA,,2,0,2,2,0,2,0,0,0,0,4
222944,ChapoyPati,,2,0,2,2,0,2,0,0,0,0,2
222947,gamingnetmx,,2,0,2,2,0,2,0,0,0,0,2
222960,VengaLaAlegria,,2,0,2,2,0,2,0,0,0,0,2
222962,Univision,,3,0,3,3,0,3,0,0,0,0,2
222963,Telemundo,,3,0,3,3,0,3,0,0,0,0,2
222969,maxjoseph,,3,0,3,3,0,3,0,0,0,0,3
222971,VivoEnCancun,,2,0,2,2,0,2,0,0,0,0,4
222990,ANT1TV,,2,0,2,2,0,2,0,0,0,0,2
222993,madtv,,2,0,2,2,0,2,0,0,0,0,2
223008,VirginRadioDXB,,2,0,2,2,0,2,0,0,0,0,2
223044,BBCCymruFyw,,2,0,2,2,0,2,0,0,0,0,3
223052,AshleyNHorne,,2,0,2,2,0,2,0,0,0,0,2
223065,HeartSussex,,2,0,2,2,0,2,0,0,0,0,1
223068,40ChileOficial,,2,0,2,2,0,2,0,0,0,0,2
223082,HolidayGymRadio,,3,0,3,3,0,3,0,0,0,0,6
223089,senstweet,,2,0,2,2,0,2,0,0,0,0,2
223102,train,,2,0,2,2,0,2,0,0,0,0,2
223110,ZoologicoCLUB_,,3,0,3,3,0,3,0,0,0,0,4
