Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
307344,LAPROVINCIAL52,,2,0,2,2,0,2,0,0,0,0,6
307346,lastomasas,,3,0,3,3,0,3,0,0,0,0,6
307351,bipdrive,,2,0,2,2,0,2,0,0,0,0,6
307362,Maroush,,2,0,2,2,0,2,0,0,0,0,6
307369,PNUD_Mexico,,3,0,3,3,0,3,0,0,0,0,6
307370,iForex_com,,2,0,2,2,0,2,0,0,0,0,6
307380,encarniSER,,2,0,2,2,0,2,0,0,0,0,6
307382,EcoChiru,,2,0,2,2,0,2,0,0,0,0,6
307383,SolMar_16,,2,0,2,2,0,2,0,0,0,0,6
307386,borjaechevarria,,2,0,2,2,0,2,0,0,0,0,6
307388,SushiAlmeria,,2,0,2,2,0,2,0,0,0,0,6
307400,RESTAURANTEBOHE,,4,0,4,4,0,4,0,0,0,0,6
307408,CustomHome_es,,2,0,2,2,0,2,0,0,0,0,6
307411,bogota_emprende,,2,0,2,2,0,2,0,0,0,0,6
307413,BossMenOficial,,3,0,3,3,0,3,0,0,0,0,6
307414,AP_Noticias,,3,0,3,3,0,3,0,0,0,0,6
307415,GCVA_Mcr,,2,0,2,2,0,2,0,0,0,0,0
307416,JuanCala_16,,3,0,3,3,0,3,0,0,0,0,6
307417,RUBENPEREZ_4,,3,0,3,3,0,3,0,0,0,0,6
307418,e_fascinante,,2,0,2,2,0,2,0,0,0,0,6
307424,maria_chi,,2,0,2,2,0,2,0,0,0,0,5
307431,DespegarMx,,3,0,3,3,0,3,0,0,0,0,7
307432,nomadasrne,,2,0,2,2,0,2,0,0,0,0,7
307435,futurobloguero,,3,0,3,3,0,3,0,0,0,0,7
307437,belfergue,,2,0,2,2,0,2,0,0,0,0,7
307439,xavier_martin,,2,0,2,2,0,2,0,0,0,0,7
307441,Carlodelaflor,,3,0,3,3,0,3,0,0,0,0,4
307442,ununiversomejor,,3,0,3,3,0,3,0,0,0,0,7
307443,dosmanzanas,,2,0,2,2,0,2,0,0,0,0,1
307445,paraelespiritu,,2,0,2,2,0,2,0,0,0,0,7
307446,ElParon_,,2,0,2,2,0,2,0,0,0,0,7
307450,travelnewsCND,,3,0,3,3,0,3,0,0,0,0,7
307457,revistgranhotel,,2,0,2,2,0,2,0,0,0,0,7
307469,axelfriendly,,2,0,2,2,0,2,0,0,0,0,7
307470,HotelsCombined,,2,0,2,2,0,2,0,0,0,0,7
307472,IberostarPT,,2,0,2,2,0,2,0,0,0,0,7
307474,RixosHotels,,2,0,2,2,0,2,0,0,0,0,7
307477,Accor,,2,0,2,2,0,2,0,0,0,0,7
307479,Marriott,,3,0,3,3,0,3,0,0,0,0,7
307480,ACHotels,,2,0,2,2,0,2,0,0,0,0,7
307481,raffleshotels,,2,0,2,2,0,2,0,0,0,0,7
307483,ShangriLaHotels,,2,0,2,2,0,2,0,0,0,0,7
307485,ChoiceHotels,,3,0,3,3,0,3,0,0,0,0,7
307486,fifaworldcup_fr,,2,0,2,2,0,2,0,0,0,0,2
307503,OTRAMSTOURISM,,2,0,2,2,0,2,0,0,0,0,7
307509,Tuviajedegrupo,,2,0,2,2,0,2,0,0,0,0,7
307511,viajesabrasil,,2,0,2,2,0,2,0,0,0,0,7
307513,TravelEchoes,,2,0,2,2,0,2,0,0,0,0,7
307516,viajasiempre,,2,0,2,2,0,2,0,0,0,0,7
307517,DSGViajes,,2,0,2,2,0,2,0,0,0,0,7
307518,PumciTravel,,2,0,2,2,0,2,0,0,0,0,7
307519,Viajesmarrakech,,3,0,3,3,0,3,0,0,0,0,7
307533,ChampionsLnet,,2,0,2,2,0,2,0,0,0,0,7
307538,ViajaPrimeroEC,,2,0,2,2,0,2,0,0,0,0,2
307539,TurismoEc,,3,0,3,3,0,3,0,0,0,0,2
307540,MINCETUR,,2,0,2,2,0,2,0,0,0,0,2
307543,LeadingHotels,,2,0,2,2,0,2,0,0,0,0,7
307544,IHGCorporate,,3,0,3,3,0,3,0,0,0,0,7
307545,mico_car,,3,0,3,3,0,3,0,0,0,0,7
307548,increibleviaje,,2,0,2,2,0,2,0,0,0,0,7
307550,IBEROSTAR,,3,0,3,3,0,3,0,0,0,0,7
307552,HotelesBoutique,,2,0,2,2,0,2,0,0,0,0,7
307555,BilbaoPues1,,2,0,2,2,0,2,0,0,0,0,7
307563,SabogaCatering,,2,0,2,2,0,2,0,0,0,0,7
307564,Espanoles_Mundo,,2,0,2,2,0,2,0,0,0,0,7
307566,sin_visado,,2,0,2,2,0,2,0,0,0,0,7
307568,RutaVinoCigales,,2,0,2,2,0,2,0,0,0,0,7
307569,turvalladolid,,2,0,2,2,0,2,0,0,0,0,7
307574,EditorialCep,,2,0,2,2,0,2,0,0,0,0,4
307580,tamarindospe,,2,0,2,2,0,2,0,0,0,0,7
307581,judithtiral,,2,0,2,2,0,2,0,0,0,0,4
307583,visitapeniscola,,2,0,2,2,0,2,0,0,0,0,7
307585,todopeniscola,,2,0,2,2,0,2,0,0,0,0,7
307586,_peniscola,,2,0,2,2,0,2,0,0,0,0,7
307587,VenACastello,,2,0,2,2,0,2,0,0,0,0,7
307588,valenciaturisme,,2,0,2,2,0,2,0,0,0,0,7
307590,Ecuador_Marca,,3,0,3,3,0,3,0,0,0,0,8
307600,RevTurismoyTech,,2,0,2,2,0,2,0,0,0,0,7
307602,zoomadrid,,2,0,2,2,0,2,0,0,0,0,1
307607,ParqueWarner,,3,0,3,3,0,3,0,0,0,0,0
307612,HotelBotanico,,2,0,2,2,0,2,0,0,0,0,7
307613,BenidormAyto,,3,0,3,3,0,3,0,0,0,0,0
307616,turismobenidorm,,4,0,4,4,0,4,0,0,0,0,7
307619,hello_valencia,,3,0,3,3,0,3,0,0,0,0,4
307629,SiamPark,,2,0,2,2,0,2,0,0,0,0,7
307631,fotoviajar,,2,0,2,2,0,2,0,0,0,0,7
307632,MarruecosCom,,3,0,3,3,0,3,0,0,0,0,7
307633,Viajareslomio,,2,0,2,2,0,2,0,0,0,0,7
307635,lavapiesenvivo,,2,0,2,2,0,2,0,0,0,0,7
307636,decideviajar,,2,0,2,2,0,2,0,0,0,0,7
307639,eclaxonsc,,2,0,2,2,0,2,0,0,0,0,7
307640,lpacarnaval,,2,0,2,2,0,2,0,0,0,0,7
307643,vamosacorrer,,2,0,2,2,0,2,0,0,0,0,7
307672,cedeprofesores,,2,0,2,2,0,2,0,0,0,0,7
307719,diarioviajeroes,,3,0,3,3,0,3,0,0,0,0,7
307727,HOYNavalmoral,,2,0,2,2,0,2,0,0,0,0,7
307732,NoticiaNoroeste,,3,0,3,3,0,3,0,0,0,0,7
307735,infolasrozas,,2,0,2,2,0,2,0,0,0,0,0
307743,Noticias_para,,2,0,2,2,0,2,0,0,0,0,7
307744,Getafecapital,,2,0,2,2,0,2,0,0,0,0,7
307752,gentedigital,,2,0,2,2,0,2,0,0,0,0,7
307753,laquincena,,2,0,2,2,0,2,0,0,0,0,7
307760,soymadridista,,2,0,2,2,0,2,0,0,0,0,7
307772,chamberidigital,,2,0,2,2,0,2,0,0,0,0,7
307773,TetuanMadrid,,2,0,2,2,0,2,0,0,0,0,7
307775,facilysencillo,,2,0,2,2,0,2,0,0,0,0,0
307789,REPORTURnews,,2,0,2,2,0,2,0,0,0,0,0
307793,RBL1912,,2,0,2,2,0,2,0,0,0,0,5
307794,UDMelilla,,2,0,2,2,0,2,0,0,0,0,7
307795,AlgecirasCF,,2,0,2,2,0,2,0,0,0,0,7
307813,WeCollectClub,,2,0,2,2,0,2,0,0,0,0,7
307816,ana_mglab,,2,0,2,2,0,2,0,0,0,0,7
307828,SestaoRC,,2,0,2,2,0,2,0,0,0,0,7
307833,LaRodaCf,,2,0,2,2,0,2,0,0,0,0,7
307838,CD_Toledo,,2,0,2,2,0,2,0,0,0,0,4
307863,alamedamalaguis,,2,0,2,2,0,2,0,0,0,0,7
307864,COMEPIPASFRENTE,,2,0,2,2,0,2,0,0,0,0,7
307865,PaMlgFuengirola,,2,0,2,2,0,2,0,0,0,0,0
307874,CDLealtad,,2,0,2,2,0,2,0,0,0,0,7
307876,clubdepguijuelo,,2,0,2,2,0,2,0,0,0,0,4
307878,SD_Compostela,,2,0,2,2,0,2,0,0,0,0,7
307880,CyDLeonesa,,2,0,2,2,0,2,0,0,0,0,7
307881,PontevedraCFSAD,,2,0,2,2,0,2,0,0,0,0,7
307902,viajandowithyou,,3,0,3,3,0,3,0,0,0,0,7
307905,mimundoviajeroo,,3,0,3,3,0,3,0,0,0,0,7
307922,KANANGAviajes,,3,0,3,3,0,3,0,0,0,0,0
307925,Viajacontuhijo,,2,0,2,2,0,2,0,0,0,0,0
307931,tualgoprestado,,2,0,2,2,0,2,0,0,0,0,7
307933,Envidienmiboda,,2,0,2,2,0,2,0,0,0,0,0
307935,FCO_Bustamante,,2,0,2,2,0,2,0,0,0,0,7
307945,DespedidasMlg,,2,0,2,2,0,2,0,0,0,0,7
307948,Robinjublog,,2,0,2,2,0,2,0,0,0,0,7
307951,ivanmarcos,,3,0,3,3,0,3,0,0,0,0,7
307955,Ocio_en_Madrid,,3,0,3,3,0,3,0,0,0,0,7
307957,Lorenagdiaz,,2,0,2,2,0,2,0,0,0,0,7
307958,ViajaconSingles,,2,0,2,2,0,2,0,0,0,0,0
307965,LenfexIdiomas,,2,0,2,2,0,2,0,0,0,0,4
307966,radiocablecom,,2,0,2,2,0,2,0,0,0,0,4
307970,EFEspana,,3,0,3,3,0,3,0,0,0,0,6
307987,bodegasfarina,,2,0,2,2,0,2,0,0,0,0,7
307988,piedrawines,,2,0,2,2,0,2,0,0,0,0,4
307994,VCRunning,,2,0,2,2,0,2,0,0,0,0,4
307998,maratonmalaga,,3,0,3,3,0,3,0,0,0,0,7
308007,VCCordobaES,,2,0,2,2,0,2,0,0,0,0,7
308019,biciclown,,2,0,2,2,0,2,0,0,0,0,7
308020,FundacionDEARTE,,2,0,2,2,0,2,0,0,0,0,7
308021,DanielTirado,,2,0,2,2,0,2,0,0,0,0,4
308022,viajesyfotograf,,3,0,3,3,0,3,0,0,0,0,7
308024,castillo_grisel,,2,0,2,2,0,2,0,0,0,0,7
308027,Hotel_Encanto,,2,0,2,2,0,2,0,0,0,0,4
308031,321mecaso,,3,0,3,3,0,3,0,0,0,0,1
308032,Sialsiquiero,,3,0,3,3,0,3,0,0,0,0,1
308041,LaViajeraBlog,,3,0,3,3,0,3,0,0,0,0,7
308044,eshowesp,,2,0,2,2,0,2,0,0,0,0,7
308051,events_spain,,3,0,3,3,0,3,0,0,0,0,0
308053,grupoeventoplus,,3,0,3,3,0,3,0,0,0,0,7
308058,eldiamasdulce,,2,0,2,2,0,2,0,0,0,0,0
308061,Masqueeventoses,,3,0,3,3,0,3,0,0,0,0,0
308062,AlgoPrestadowp,,2,0,2,2,0,2,0,0,0,0,0
308064,CrombysBodas,,3,0,3,3,0,3,0,0,0,0,7
308065,iloveverbena,,2,0,2,2,0,2,0,0,0,0,7
308077,U2Valencia,,3,0,3,3,0,3,0,0,0,0,7
308081,Kreative_Land,,2,0,2,2,0,2,0,0,0,0,7
308082,atelierdlanovia,,2,0,2,2,0,2,0,0,0,0,7
308083,QSBeventos,,2,0,2,2,0,2,0,0,0,0,0
308084,somniaeventos,,2,0,2,2,0,2,0,0,0,0,7
308088,GetMarried,,2,0,2,2,0,2,0,0,0,0,0
308091,SomethingBlue,,2,0,2,2,0,2,0,0,0,0,1
308098,LOVE_EVENTOS,,2,0,2,2,0,2,0,0,0,0,7
308109,azul_mandarina,,2,0,2,2,0,2,0,0,0,0,7
308113,turaseroficial,,2,0,2,2,0,2,0,0,0,0,7
308117,CantabricoExcel,,2,0,2,2,0,2,0,0,0,0,7
308132,lomejordeviajar,,3,0,3,3,0,3,0,0,0,0,7
308134,bodascolorin,,2,0,2,2,0,2,0,0,0,0,0
308135,WeddCam,,2,0,2,2,0,2,0,0,0,0,0
308137,WednesdayWP,,2,0,2,2,0,2,0,0,0,0,0
308145,SalonLook_,,2,0,2,2,0,2,0,0,0,0,6
308147,FeriaLiber,,3,0,3,3,0,3,0,0,0,0,0
308149,1001bodasifema,,2,0,2,2,0,2,0,0,0,0,0
308150,MOMADMadrid,,2,0,2,2,0,2,0,0,0,0,0
308154,alanxelmundo,,3,0,3,3,0,3,0,0,0,0,4
308156,Los40viajes,,4,0,4,4,0,4,0,0,0,0,7
308157,CadenaSerViajes,,2,0,2,2,0,2,0,0,0,0,7
308158,Mily1Viajes,,3,0,3,3,0,3,0,0,0,0,7
308159,Alisetter,,3,0,3,3,0,3,0,0,0,0,7
308160,GoTravelClubEsp,,3,0,3,3,0,3,0,0,0,0,7
308161,eduyeriviajes,,2,0,2,2,0,2,0,0,0,0,7
308162,holaviajes,,2,0,2,2,0,2,0,0,0,0,4
308173,mustafa_kemal,,2,0,2,2,0,2,0,0,0,0,2
308174,Naipunal,,2,0,2,2,0,2,0,0,0,0,2
308189,WeAreTennisTR,,2,0,2,2,0,2,0,0,0,0,2
308192,zgncocuk,,3,0,3,3,0,3,0,0,0,0,2
308194,bkaantan,,3,0,3,3,0,3,0,0,0,0,2
308195,ILBERORTAYLIGSU,,2,0,2,2,0,2,0,0,0,0,2
308196,burakgenc,,3,0,3,3,0,3,0,0,0,0,2
308199,asanuzun,,3,0,3,3,0,3,0,0,0,0,3
308220,npsamsungossip,,2,0,2,2,0,2,0,0,0,0,2
308228,OnceMulkiye,,2,0,2,2,0,2,0,0,0,0,2
308229,gurseltekin34,,3,0,3,3,0,3,0,0,0,0,2
308240,AdrasanGossip,,2,0,2,2,0,2,0,0,0,0,2
308247,mulkiyeliler,,2,0,2,2,0,2,0,0,0,0,2
308263,ykaratepe,,2,0,2,2,0,2,0,0,0,0,2
308276,Alex10,,3,0,3,3,0,3,0,0,0,0,2
308324,MektebiMulkiye,,2,0,2,2,0,2,0,0,0,0,2
308333,MobilityFriends,,2,0,2,2,0,2,0,0,0,0,1
308341,TimockiKlub,,2,0,2,2,0,2,0,0,0,0,1
308343,USAIDSerbia,,2,0,2,2,0,2,0,0,0,0,1
308345,BIMUN_UNASerbia,,2,0,2,2,0,2,0,0,0,0,1
308348,UNECOSOC,,3,0,3,3,0,3,0,0,0,0,1
308350,SRBDiplomacy,,3,0,3,3,0,3,0,0,0,0,1
308358,UNHCRSerbia,,2,0,2,2,0,2,0,0,0,0,1
308362,UNCT_Serbia,,2,0,2,2,0,2,0,0,0,0,1
308368,Univerzitet_BG,,2,0,2,2,0,2,0,0,0,0,1
308373,eotvos_uni,,2,0,2,2,0,2,0,0,0,0,1
308374,JonathanJelves,,3,0,3,3,0,3,0,0,0,0,1
308379,lArturita,,2,0,2,2,0,2,0,0,0,0,3
308381,F_Iacubino,,2,0,2,2,0,2,0,0,0,0,3
308382,MovimentoArturo,,2,0,2,2,0,2,0,0,0,0,3
308386,nonleggerlo,,3,0,3,3,0,3,0,0,0,0,3
308390,ruggero_timidi,,2,0,2,2,0,2,0,0,0,0,3
308400,quelloditermoli,,2,0,2,2,0,2,0,0,0,0,3
308401,unavitadacinema,,3,0,3,3,0,3,0,0,0,0,1
308402,SalernoSal,,2,0,2,2,0,2,0,0,0,0,3
308404,bandabardotweet,,2,0,2,2,0,2,0,0,0,0,3
308405,MCityRamblers,,2,0,2,2,0,2,0,0,0,0,3
308410,fguccini_net,,2,0,2,2,0,2,0,0,0,0,3
308412,GucciniOfficial,,2,0,2,2,0,2,0,0,0,0,3
308420,Iberia_it,,4,0,4,4,0,4,0,0,0,0,3
308424,MarcusMiller959,,2,0,2,2,0,2,0,0,0,0,3
308425,PieroPelu,,4,0,4,4,0,4,0,0,0,0,3
308426,MimmoDjAngelo,,2,0,2,2,0,2,0,0,0,0,3
308430,ByPeopleTeam,,2,0,2,2,0,2,0,0,0,0,3
308435,lampadread,,3,0,3,3,0,3,0,0,0,0,3
308437,eberlinguer,,2,0,2,2,0,2,0,0,0,0,3
308438,ledzeppelin,,2,0,2,2,0,2,0,0,0,0,3
308451,damianmarley,,3,0,3,3,0,3,0,0,0,0,3
308453,Alborosie,,2,0,2,2,0,2,0,0,0,0,3
308463,ricky11alvarez,,2,0,2,2,0,2,0,0,0,0,3
308464,TalkingMinions,,2,0,2,2,0,2,0,0,0,0,3
308465,RiccardoOnori,,2,0,2,2,0,2,0,0,0,0,3
308469,yamaharacingcom,,2,0,2,2,0,2,0,0,0,0,3
308470,KevinSchwantz,,2,0,2,2,0,2,0,0,0,0,3
308472,CLEMENTINOIENA,,3,0,3,3,0,3,0,0,0,0,3
308473,YamahaMotoGP,,3,0,3,3,0,3,0,0,0,0,3
308476,Antoniocairoli,,2,0,2,2,0,2,0,0,0,0,3
308477,UccioYellow46,,2,0,2,2,0,2,0,0,0,0,3
308478,Apndp,,3,0,3,3,0,3,0,0,0,0,3
308479,PirroRider,,2,0,2,2,0,2,0,0,0,0,3
308480,CarlosCheca7,,2,0,2,2,0,2,0,0,0,0,3
308482,NickyHayden,,3,0,3,3,0,3,0,0,0,0,3
308487,JavierZanetti_,,2,0,2,2,0,2,0,0,0,0,3
308491,fguarin13,,3,0,3,3,0,3,0,0,0,0,2
308494,NikonItalia,,3,0,3,3,0,3,0,0,0,0,3
308529,vivian11188,,2,0,2,2,0,2,0,0,0,0,6
308534,MatthijsvBonzel,,2,0,2,2,0,2,0,0,0,0,4
308536,onspain,,2,0,2,2,0,2,0,0,0,0,4
308552,nourmachlah,,4,0,4,4,0,4,0,0,0,0,4
308582,joseajarne,,2,0,2,2,0,2,0,0,0,0,4
308604,inspiredbysuces,,2,0,2,2,0,2,0,0,0,0,4
308624,espanaymas,,2,0,2,2,0,2,0,0,0,0,4
308653,sandrinemorel,,2,0,2,2,0,2,0,0,0,0,4
308654,CecileThibaud,,2,0,2,2,0,2,0,0,0,0,4
308655,ValerieDemon,,2,0,2,2,0,2,0,0,0,0,4
308662,ASAstudyabroad,,3,0,3,3,0,3,0,0,0,0,4
308673,Propertymadrid,,2,0,2,2,0,2,0,0,0,0,4
308680,Costa_Tropical,,3,0,3,3,0,3,0,0,0,0,4
308711,TaylorWimpeyEs,,2,0,2,2,0,2,0,0,0,0,4
308712,liveofgame,,2,0,2,2,0,2,0,0,0,0,4
308714,thespainreport,,3,0,3,3,0,3,0,0,0,0,4
308715,htc_es,,3,0,3,3,0,3,0,0,0,0,4
308719,FPPEDUMedia,,2,0,2,2,0,2,0,0,0,0,4
308720,JCWeAreValencia,,2,0,2,2,0,2,0,0,0,0,4
308721,daphneleprince,,3,0,3,3,0,3,0,0,0,0,4
308722,ApartmentBCN,,3,0,3,3,0,3,0,0,0,0,4
308726,amaitaliano,,2,0,2,2,0,2,0,0,0,0,4
308733,MMU_Languages,,2,0,2,2,0,2,0,0,0,0,4
308739,JKassteen,,2,0,2,2,0,2,0,0,0,0,4
308741,Smart_Advices,,2,0,2,2,0,2,0,0,0,0,3
308744,ErasmusSpain,,3,0,3,3,0,3,0,0,0,0,2
308749,Work_In_Spain,,2,0,2,2,0,2,0,0,0,0,4
308750,THEHARDFACE,,2,0,2,2,0,2,0,0,0,0,4
308754,BecasparaChile,,3,0,3,3,0,3,0,0,0,0,4
308758,mediosperuanos,,2,0,2,2,0,2,0,0,0,0,4
308761,ColombianosEnCa,,2,0,2,2,0,2,0,0,0,0,4
308768,Avacco_es,,3,0,3,3,0,3,0,0,0,0,4
308775,NiTanExtranjero,,2,0,2,2,0,2,0,0,0,0,4
308784,OVHcloud_ES,,3,0,3,3,0,3,0,0,0,0,4
308796,softonic_es,,2,0,2,2,0,2,0,0,0,0,4
308797,AciertoCom,,2,0,2,2,0,2,0,0,0,0,4
308799,phranet,,3,0,3,3,0,3,0,0,0,0,4
308800,CNET_Es,,3,0,3,3,0,3,0,0,0,0,4
308803,Grupo_Leader,,2,0,2,2,0,2,0,0,0,0,4
308810,OriginalArmenia,,2,0,2,2,0,2,0,0,0,0,7
308813,Lecoinvoyageurs,,2,0,2,2,0,2,0,0,0,0,7
308818,DanteHarker,,3,0,3,3,0,3,0,0,0,0,7
308832,PortugalAFrente,,2,0,2,2,0,2,0,0,0,0,7
308833,marcel_bagis,,2,0,2,2,0,2,0,0,0,0,7
308852,l3ahpar,,2,0,2,2,0,2,0,0,0,0,7
308864,monicagray_,,2,0,2,2,0,2,0,0,0,0,7
308865,ilovebairroalto,,3,0,3,3,0,3,0,0,0,0,7
308875,TheRebelChick,,2,0,2,2,0,2,0,0,0,0,7
308879,cloudhjose,,2,0,2,2,0,2,0,0,0,0,7
308903,vlogexpedition,,2,0,2,2,0,2,0,0,0,0,7
308919,yourlisbonguide,,3,0,3,3,0,3,0,0,0,0,7
308921,WheresSharon,,2,0,2,2,0,2,0,0,0,0,7
308926,surflasdunas,,3,0,3,3,0,3,0,0,0,0,7
308941,ReallySimpleSEO,,3,0,3,3,0,3,0,0,0,0,7
308950,ThisIsDez,,2,0,2,2,0,2,0,0,0,0,7
308960,ProgramoWebCom,,2,0,2,2,0,2,0,0,0,0,7
308973,abroaderworld,,3,0,3,3,0,3,0,0,0,0,7
308978,freetobook,,2,0,2,2,0,2,0,0,0,0,7
309036,ZAbreu3,,2,0,2,2,0,2,0,0,0,0,7
309057,Os_Lusiadas,,2,0,2,2,0,2,0,0,0,0,7
309075,rotosaylo,,2,0,2,2,0,2,0,0,0,0,7
309080,AnitasFeast,,2,0,2,2,0,2,0,0,0,0,7
309101,Bebenomada,,2,0,2,2,0,2,0,0,0,0,7
309113,MoritzBarcelona,,3,0,3,3,0,3,0,0,0,0,6
309114,trinamilan,,2,0,2,2,0,2,0,0,0,0,7
309127,julia_d008,,2,0,2,2,0,2,0,0,0,0,7
309144,brandoneliscott,,2,0,2,2,0,2,0,0,0,0,7
309146,aspiringnomads,,2,0,2,2,0,2,0,0,0,0,7
309183,VagabondJourney,,2,0,2,2,0,2,0,0,0,0,7
309191,GrowUpBilingual,,2,0,2,2,0,2,0,0,0,0,7
309205,ATTpolicyintl,,3,0,3,3,0,3,0,0,0,0,2
309215,HotelFaro,,2,0,2,2,0,2,0,0,0,0,7
309216,TravelVIP_US,,2,0,2,2,0,2,0,0,0,0,7
309234,NancyBadillo13,,3,0,3,3,0,3,0,0,0,0,7
309235,MandalaySamui,,2,0,2,2,0,2,0,0,0,0,7
309238,pinpointtarget,,2,0,2,2,0,2,0,0,0,0,7
309264,Travel_Squire,,2,0,2,2,0,2,0,0,0,0,7
309295,yendoporlavida,,2,0,2,2,0,2,0,0,0,0,7
309299,OpenGolfClub,,2,0,2,2,0,2,0,0,0,0,7
309307,Innofabio,,2,0,2,2,0,2,0,0,0,0,7
309310,senseswines,,2,0,2,2,0,2,0,0,0,0,7
309312,TwoScotsAbroad,,2,0,2,2,0,2,0,0,0,0,7
309314,lisbonluxcom,,3,0,3,3,0,3,0,0,0,0,7
309316,insideportugal,,2,0,2,2,0,2,0,0,0,0,7
309327,Denaroche,,2,0,2,2,0,2,0,0,0,0,1
309342,LAMOLA_VIAJES,,2,0,2,2,0,2,0,0,0,0,7
309351,L33_michelle,,2,0,2,2,0,2,0,0,0,0,7
309352,xKxrby,,2,0,2,2,0,2,0,0,0,0,7
309355,ThisAmericaGirl,,2,0,2,2,0,2,0,0,0,0,7
309356,wildheartedblog,,2,0,2,2,0,2,0,0,0,0,7
309358,LolaDiMarco,,2,0,2,2,0,2,0,0,0,0,7
309359,L_e_a_h,,2,0,2,2,0,2,0,0,0,0,7
309362,lazytravelers,,2,0,2,2,0,2,0,0,0,0,7
309363,latinAbroad,,2,0,2,2,0,2,0,0,0,0,7
309367,RedHeadExplorer,,2,0,2,2,0,2,0,0,0,0,7
309371,Christine27King,,3,0,3,3,0,3,0,0,0,0,7
309374,DoSomethingCool,,3,0,3,3,0,3,0,0,0,0,7
309393,TravellingKing1,,2,0,2,2,0,2,0,0,0,0,2
309401,LisbonMovieTour,,2,0,2,2,0,2,0,0,0,0,7
309408,BeyondBex,,2,0,2,2,0,2,0,0,0,0,7
309437,sabormexico,,2,0,2,2,0,2,0,0,0,0,7
309444,waysofwanderers,,2,0,2,2,0,2,0,0,0,0,7
309459,NarvijayYadav,,2,0,2,2,0,2,0,0,0,0,7
309473,soniafigone,,2,0,2,2,0,2,0,0,0,0,2
309487,thetravelbee,,2,0,2,2,0,2,0,0,0,0,7
309510,idbcpr,,2,0,2,2,0,2,0,0,0,0,6
309522,AnaGNews,,2,0,2,2,0,2,0,0,0,0,7
309530,raponchii,,3,0,3,3,0,3,0,0,0,0,7
309533,WorldLillie,,2,0,2,2,0,2,0,0,0,0,7
309534,abigailking,,2,0,2,2,0,2,0,0,0,0,7
309541,leighmcaldwell,,2,0,2,2,0,2,0,0,0,0,7
309544,Nancydbrown,,2,0,2,2,0,2,0,0,0,0,7
309550,tgosingtian,,2,0,2,2,0,2,0,0,0,0,2
309578,RichardBarrow,,2,0,2,2,0,2,0,0,0,0,7
309592,TravelWonders,,2,0,2,2,0,2,0,0,0,0,7
309595,TravelVlogger,,2,0,2,2,0,2,0,0,0,0,7
309605,SwankyTraveler,,2,0,2,2,0,2,0,0,0,0,7
309613,thetravelhack,,2,0,2,2,0,2,0,0,0,0,7
309624,VisitportugalAT,,2,0,2,2,0,2,0,0,0,0,7
309625,eDreams_pt,,3,0,3,3,0,3,0,0,0,0,7
309626,anujprajapati11,,3,0,3,3,0,3,0,0,0,0,7
309645,BullGuard,,2,0,2,2,0,2,0,0,0,0,7
309651,strasbourg,,3,0,3,3,0,3,0,0,0,0,2
309659,visit_algarve,,2,0,2,2,0,2,0,0,0,0,7
309662,AlgarveTourism,,2,0,2,2,0,2,0,0,0,0,7
309706,Algarve_com,,2,0,2,2,0,2,0,0,0,0,7
309709,JeffrenSuarezB,,2,0,2,2,0,2,0,0,0,0,1
309710,PaulaNevesD,,2,0,2,2,0,2,0,0,0,0,7
309724,EnzoLauretta,,2,0,2,2,0,2,0,0,0,0,7
309727,SUiro,,3,0,3,3,0,3,0,0,0,0,1
309728,kafkalidis,,2,0,2,2,0,2,0,0,0,0,7
